_id,CODIGO,DENOMINACION_GENERICA_ES,DENOMINACION_GENERICA_VAL,DENOMINACION_ESPECIFICA,DENOMINACION,REGIMEN,TIPO_VIA,DIRECCION,NUMERO,CODIGO_POSTAL,LOCALIDAD,PROVINCIA,TELEFONO,FAX,COD_EDIFICACION,LONGITUD,LATITUD,TITULARIDAD,CIF,COMARCA,URL_ES,URL_VA
275,3007327,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRO PRIVADO JESÚS MARÍA,CENTRO PRIVADO JESÚS MARÍA,PRIV. CONC.,CARRER,SAN AGUSTÍN,32,3300,ORIHUELA,ALICANTE/ALACANT,965300440,966742478,1,-0.947721,38.082943,NO CONSTA.,R0300313D,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007327,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007327
276,3007339,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,CENTRO PRIVADO SAN JOSÉ OBRERO,CENTRO PRIVADO SAN JOSÉ OBRERO,PRIV. CONC.,CARRER,PUERTAS DE MURCIA,78,3311,BONANZA (RAIGUERO DE),ALICANTE/ALACANT,965300404,965301024,1,-0.970876,38.094866,NO CONSTA.,R0300069B,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007339,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007339
277,3007352,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRO PRIVADO ORATORIO FESTIVO,CENTRO PRIVADO ORATORIO FESTIVO,PRIV. CONC.,CARRER,SUBIDA SAN MIGUEL,S/N,3300,ORIHUELA,ALICANTE/ALACANT,965300306,966736722,1,-0.947785,38.085941,PRIVADA.,R0300039E,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007352,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007352
278,3007388,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRO PRIVADO DIOCESANO SANTO DOMINGO,CENTRO PRIVADO DIOCESANO SANTO DOMINGO,PRIV. CONC.,CARRER,ADOLFO CLAVARANA,51,3300,ORIHUELA,ALICANTE/ALACANT,965300240,966742071,1,-0.941344,38.089361,PRIVADA.,R0300099I,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007388,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007388
279,3007406,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES GABRIEL MIRÓ,IES GABRIEL MIRÓ,PÚB.,CARRER,CATEDRÁTICO JOSÉ GUILLÉN,1,3300,ORIHUELA,ALICANTE/ALACANT,966904715,,1,-0.938237,38.091387,GENERALITAT VALENCIANA,Q5355278B,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007406,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007406
280,3007418,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES EL PALMERAL,IES EL PALMERAL,PÚB.,AVINGUDA,DEL DOCTOR GARCÍA ROGEL,28,3300,ORIHUELA,ALICANTE/ALACANT,966904720,,1,-0.938218,38.093431,GENERALITAT VALENCIANA,Q5355584C,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007418,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007418
281,3007421,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRO PRIVADO OLEZA,CENTRO PRIVADO OLEZA,PRIV. CONC.,CARRER,JOSÉ ÁVILA,7,3300,ORIHUELA,ALICANTE/ALACANT,965300724,966737057,1,-0.940761,38.081093,PRIVADA.,B03052123,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007421,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007421
282,3007431,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA,CENTRO PRIVADO SEMINARIO DIOCESANO SAN MIGUEL,CENTRO PRIVADO SEMINARIO DIOCESANO SAN MIGUEL,PRIV. CONC.,ESPLANADA,SAN MIGUEL,S/N,3300,ORIHUELA,ALICANTE/ALACANT,965300140,966736881,1,-0.947745,38.087697,PRIVADA.,R0300009H,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007431,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007431
283,3007479,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP VIRGEN DEL PILAR,CEIP VIRGEN DEL PILAR,PÚB.,CARRER,GABRIEL MIRÓ,5,3190,PILAR DE LA HORADADA,ALICANTE/ALACANT,966904255,,1,-0.792901,37.86669,GENERALITAT VALENCIANA,Q5355248E,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007479,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007479
284,3007509,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SAN BARTOLOMÉ,CEIP SAN BARTOLOMÉ,PÚB.,CARRER,MIGUEL DELIBES,S/N,3314,SAN BARTOLOME,ALICANTE/ALACANT,966904260,,1,-0.863931,38.094773,GENERALITAT VALENCIANA,Q5355266G,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007509,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007509
285,3007510,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP VIRGEN DE MONSERRATE,CEIP VIRGEN DE MONSERRATE,PÚB.,BARRI,LAS CAPITAS,S/N,3313,TORREMENDO,ALICANTE/ALACANT,966904295,,1,-0.86862,37.997126,GENERALITAT VALENCIANA,Q5355265I,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007510,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007510
286,3007546,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP EL CARRASCAL,CEIP EL CARRASCAL,PÚB.,CARRER,CALVARIO,8,3792,PARCENT,ALICANTE/ALACANT,966409945,,1,-0.066519,38.745984,GENERALITAT VALENCIANA,Q5355264B,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007546,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007546
287,3007561,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP COMARCAL L'ALFÀS,CEIP COMARCAL L'ALFÀS,PÚB.,CARRER,BLASCO IBÁÑEZ,S/N,3750,PEDREGUER,ALICANTE/ALACANT,966428840,,1,0.028195,38.797034,GENERALITAT VALENCIANA,Q5355005I,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007561,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007561
288,3007601,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRE PRIVAT SANT ANTONI,CENTRE PRIVAT SANT ANTONI,PRIV. CONC.,AVINGUDA,JAIME I,88,3780,PEGO,ALICANTE/ALACANT,965570738,965570738,1,-0.115348,38.836557,PRIVADA.,R0300269H,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007601,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007601
289,3007613,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES ENRIC VALOR,IES ENRIC VALOR,PÚB.,CARRER,DUANES,17,3780,PEGO,ALICANTE/ALACANT,966409960,,1,-0.111958,38.844788,GENERALITAT VALENCIANA,Q5355260J,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007613,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007613
290,3007674,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE VIRGEN DEL REMEDIO,EI 1ER CICLE VIRGEN DEL REMEDIO,PÚB.,AVINGUDA,FELIPE V,3,3610,PETRER,ALICANTE/ALACANT,966957470,,1,-0.778506,38.485996,GENERALITAT VALENCIANA,Q5355326I,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007674,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007674
291,3007698,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP 9 D'OCTUBRE,CEIP 9 D'OCTUBRE,PÚB.,AVINGUDA,BASSA PERICO,11,3610,PETRER,ALICANTE/ALACANT,966957340,,1,-0.773219,38.478051,GENERALITAT VALENCIANA,Q5355255J,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007698,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007698
292,3007704,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP REYES CATÓLICOS,CEIP REYES CATÓLICOS,PÚB.,CARRER,VILLAFRANQUEZA,S/N,3610,PETRER,ALICANTE/ALACANT,966957370,,1,-0.781753,38.485668,GENERALITAT VALENCIANA,Q5355252G,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007704,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007704
293,3007741,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRE PRIVAT SANTO DOMINGO SAVIO,CENTRE PRIVAT SANTO DOMINGO SAVIO,PRIV. CONC.,AVINGUDA,REINA SOFÍA,S/N,3610,PETRER,ALICANTE/ALACANT,965370895,965370895,1,-0.78195,38.478488,PRIVADA.,B53038725,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007741,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007741
294,3007765,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SAN ANTÓN,CEIP SAN ANTÓN,PÚB.,CARRER,GLORIETA DE SAN ANTONIO,S/N,3650,PINÓS (EL),ALICANTE/ALACANT,966957375,,1,-1.042607,38.399502,GENERALITAT VALENCIANA,Q5355006G,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007765,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007765
295,3007789,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES MARHUENDA PRATS,IES MARHUENDA PRATS,PÚB.,CARRER,PRÍNCIPE DE ASTURIAS,18,3650,PINÓS (EL),ALICANTE/ALACANT,966957285,,1,-1.03898,38.400066,GENERALITAT VALENCIANA,Q5355322H,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007789,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007789
296,3007790,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SANTA CATALINA,CEIP SANTA CATALINA,PÚB.,CARRER,SANCHIS GUARNER,S/N,3650,PINÓS (EL),ALICANTE/ALACANT,966957380,,1,-1.039212,38.407215,GENERALITAT VALENCIANA,Q0368006C,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007790,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007790
297,3007881,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SANT ROC,CEIP SANT ROC,PÚB.,CARRER,PARTIDA TEROL,S/N,3520,POLOP,ALICANTE/ALACANT,966870925,,1,-0.13584,38.612562,GENERALITAT VALENCIANA,Q5355323F,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007881,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007881
298,3007893,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP TRINITARIO SEVA,CEIP TRINITARIO SEVA,PÚB.,AVINGUDA,RAFAEL ALBERTI,30,3369,RAFAL,ALICANTE/ALACANT,966904265,,1,-0.84915,38.101658,GENERALITAT VALENCIANA,Q5355320B,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007893,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007893
299,3007947,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SAGRADOS CORAZONES,CEIP SAGRADOS CORAZONES,PÚB.,CARRER,JUAN XXIII,S/N,3370,REDOVÁN,ALICANTE/ALACANT,966904270,,1,-0.908121,38.113448,GENERALITAT VALENCIANA,Q5355046C,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03007947,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03007947
300,3008009,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP POETA MIGUEL HERNÁNDEZ,CEIP POETA MIGUEL HERNÁNDEZ,PÚB.,CARRER,AITANA,2,3170,ROJALES,ALICANTE/ALACANT,966926700,,1,-0.722032,38.084193,GENERALITAT VALENCIANA,Q5355314E,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008009,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008009
301,3008058,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP LA ROMANA,CEIP LA ROMANA,PÚB.,CARRER,JORGE JUAN,48,3669,ROMANA (LA),ALICANTE/ALACANT,966908190,,1,-0.898787,38.365071,GENERALITAT VALENCIANA,Q5355019J,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008058,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008058
302,3008083,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP VIRGEN DEL ROSARIO,CEIP VIRGEN DEL ROSARIO,PÚB.,AVINGUDA,DE VILLENA,2,3658,SALINAS,ALICANTE/ALACANT,966957440,,1,-0.910277,38.519253,GENERALITAT VALENCIANA,Q5355312I,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008083,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008083
303,3008137,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP JOSÉ MARÍA MANRESA NAVARRO,CEIP JOSÉ MARÍA MANRESA NAVARRO,PÚB.,CARRER,LO PLATERO,3,3177,SAN FULGENCIO,ALICANTE/ALACANT,966926705,,1,-0.717298,38.116571,GENERALITAT VALENCIANA,Q5355311A,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008137,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008137
304,3008162,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP CRISTO DE LA PAZ,CEIP CRISTO DE LA PAZ,PÚB.,AVINGUDA,LA RAMBLA,1,3550,SANT JOAN D'ALACANT,ALICANTE/ALACANT,965937130,,1,-0.435609,38.401498,GENERALITAT VALENCIANA,Q5355310C,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008162,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008162
305,3008174,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,PRIV. CONC.,CARRER,MAYOR,12,3550,SANT JOAN D'ALACANT,ALICANTE/ALACANT,965653248,965653248,1,-0.436101,38.401005,NO CONSTA.,R0300286B,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008174,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008174
306,3008198,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP GLORIA FUERTES,CEIP GLORIA FUERTES,PÚB.,CARRER,MIGUEL GARCÍA GALANT,5,3193,SAN MIGUEL DE SALINAS,ALICANTE/ALACANT,966926710,,1,-0.791713,37.979809,GENERALITAT VALENCIANA,Q5355305C,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008198,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008198
307,3008204,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP HISPANIDAD,CEIP HISPANIDAD,PÚB.,CARRER,PINTOR SOROLLA,2,3130,SANTA POLA,ALICANTE/ALACANT,966616035,,1,-0.555947,38.198074,GENERALITAT VALENCIANA,Q5355290G,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008204,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008204
308,3008216,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP VIRGEN DE LORETO,CEIP VIRGEN DE LORETO,PÚB.,CARRER,CARIDAD,53,3130,SANTA POLA,ALICANTE/ALACANT,966616040,,1,-0.551505,38.193538,GENERALITAT VALENCIANA,Q5355287C,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008216,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008216
309,3008290,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SANTA ISABEL,CEIP SANTA ISABEL,PÚB.,COLÒNIA,DE SANTA ISABEL,S/N,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,966478675,,1,-0.500468,38.382903,GENERALITAT VALENCIANA,Q5355294I,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008290,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008290
310,3008356,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP JAUME I,CEIP JAUME I,PÚB.,CARRER,BALMES,26,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,965937135,,1,-0.527719,38.397333,GENERALITAT VALENCIANA,Q5355298J,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008356,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008356
311,3008368,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP REYES CATÓLICOS,CEIP REYES CATÓLICOS,PÚB.,CARRER,RÍO EBRO,7,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,965937140,,1,-0.508965,38.395618,GENERALITAT VALENCIANA,Q5355303H,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008368,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008368
312,3008411,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRE PRIVAT SANTA FAZ,CENTRE PRIVAT SANTA FAZ,PRIV. CONC.,CARRER,ANCHA DE CASTELAR,55,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,965660140,965666747,1,-0.522435,38.397068,NO CONSTA.,R0300268J,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008411,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008411
313,3008423,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES SAN VICENTE,IES SAN VICENTE,PÚB.,CARRER,C. LILLO JUAN,128,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,965936505,,1,-0.529587,38.404005,GENERALITAT VALENCIANA,Q5355300D,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008423,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008423
314,3008460,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP CERVANTES,CEIP CERVANTES,PÚB.,CARRER,AZORÍN,1,3630,SAX,ALICANTE/ALACANT,966957445,,1,-0.818671,38.535366,GENERALITAT VALENCIANA,Q5355285G,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008460,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008460
315,3008484,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,CENTRO PRIVADO NUESTRA SEÑORA DEL CARMEN,CENTRO PRIVADO NUESTRA SEÑORA DEL CARMEN,PRIV. CONC.,CARRER,GRAN VÍA,39,3630,SAX,ALICANTE/ALACANT,965474781,,1,-0.820335,38.534624,NO CONSTA.,R0300322E,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008484,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008484
316,3008514,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP L'ERA,CEIP L'ERA,PÚB.,AVINGUDA,DE LA CONSTITUCIÓN,S/N,3729,SENIJA,ALICANTE/ALACANT,965739055,,1,0.042378,38.727242,GENERALITAT VALENCIANA,Q5355204H,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008514,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008514
317,3008526,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP AUSIÀS MARCH,CEIP AUSIÀS MARCH,PÚB.,CARRER,REVOLTES,20,3779,SETLA,ALICANTE/ALACANT,966428845,,1,0.019312,38.850783,GENERALITAT VALENCIANA,Q5355203J,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008526,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008526
318,3008541,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SAN SALVADOR,CEIP SAN SALVADOR,PÚB.,PLAÇA,SANTA ANA,12,3518,TÀRBENA,ALICANTE/ALACANT,966870890,,1,-0.100669,38.692565,GENERALITAT VALENCIANA,Q5355202B,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008541,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008541
319,3008551,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP CAP D'OR,CEIP CAP D'OR,PÚB.,CARRETERA,DE MORAIRA A TEULADA (APT. 4),15,3724,TEULADA,ALICANTE/ALACANT,965739030,,1,0.133477,38.690635,GENERALITAT VALENCIANA,Q5355201D,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008551,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008551
320,3008563,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP SAN VICENTE FERRER,CEIP SAN VICENTE FERRER,PÚB.,AVINGUDA,JUVENTUD,14,3725,TEULADA,ALICANTE/ALACANT,965739035,,1,0.10946,38.728334,GENERALITAT VALENCIANA,Q5355079D,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03008563,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03008563
